household_key,BASKET_ID,PRODUCT_ID,QUANTITY,SALES_VALUE,STORE_ID,RETAIL_DISC,Week_day,Date,TRANSACTION_TIME
2375,26984851472,1004906,1,1.39,364,-0.6,Tue,2019-01-01,16:31
2375,26984851472,1033142,1,0.82,364,0.0,Tue,2019-01-01,16:31
2375,26984851472,1036325,1,0.99,364,-0.3,Tue,2019-01-01,16:31
2375,26984851472,1082185,1,1.21,364,0.0,Tue,2019-01-01,16:31
2375,26984851472,8160430,1,1.5,364,-0.39,Tue,2019-01-01,16:31
2375,26984851516,826249,2,1.98,364,-0.6,Tue,2019-01-01,16:42
2375,26984851516,1043142,1,1.57,364,-0.68,Tue,2019-01-01,16:42
2375,26984851516,1085983,1,2.99,364,-0.4,Tue,2019-01-01,16:42
2375,26984851516,1102651,1,1.89,364,0.0,Tue,2019-01-01,16:42
2375,26984851516,6423775,1,2.0,364,-0.79,Tue,2019-01-01,16:42
2375,26984851516,9487839,1,2.0,364,-0.79,Tue,2019-01-01,16:42
1364,26984896261,842930,1,2.19,31742,0.0,Tue,2019-01-01,15:20
1364,26984896261,897044,1,2.99,31742,-0.4,Tue,2019-01-01,15:20
1364,26984896261,920955,1,3.09,31742,0.0,Tue,2019-01-01,15:20
1364,26984896261,937406,1,2.5,31742,-0.99,Tue,2019-01-01,15:20
1364,26984896261,981760,1,0.6,31742,-0.79,Tue,2019-01-01,15:20
1130,26984905972,833715,2,0.34,31642,-0.32,Tue,2019-01-01,13:40
1130,26984905972,866950,2,0.34,31642,-0.32,Tue,2019-01-01,13:40
1130,26984905972,1022843,2,0.34,31642,-0.32,Tue,2019-01-01,13:40
1130,26984905972,1048462,1,1.19,31642,-0.8,Tue,2019-01-01,13:40
1130,26984905972,1071333,2,0.34,31642,-0.32,Tue,2019-01-01,13:40
1173,26984945254,824399,2,1.98,412,0.0,Tue,2019-01-01,20:42
1173,26984945254,923972,1,0.67,412,0.0,Tue,2019-01-01,20:42
1173,26984945254,1131351,1,0.88,412,0.0,Tue,2019-01-01,20:42
98,26984951769,878302,3,0.9,337,0.0,Tue,2019-01-01,19:37
98,26984951769,965138,2,3.0,337,-0.08,Tue,2019-01-01,19:37
98,26984951769,985911,1,1.25,337,-0.34,Tue,2019-01-01,19:37
98,26984951769,1082185,1,0.39,337,0.0,Tue,2019-01-01,19:37
98,26984951769,1087347,1,0.25,337,0.0,Tue,2019-01-01,19:37
1172,26985025264,877180,1,2.29,396,0.0,Tue,2019-01-01,09:46
1172,26985025264,878664,1,2.0,396,-0.99,Tue,2019-01-01,09:46
1172,26985025264,930917,2,2.0,396,-0.78,Tue,2019-01-01,09:46
1172,26985025264,940796,1,3.59,396,0.0,Tue,2019-01-01,09:46
1172,26985025264,981760,1,0.79,396,-0.6,Tue,2019-01-01,09:46
1172,26985025264,999971,1,0.99,396,-0.3,Tue,2019-01-01,09:46
1172,26985025264,1000493,1,4.44,396,-0.89,Tue,2019-01-01,09:46
1172,26985025264,1045220,2,2.0,396,-0.78,Tue,2019-01-01,09:46
1172,26985025264,1068719,1,1.49,396,-0.5,Tue,2019-01-01,09:46
1172,26985025264,1073324,1,3.59,396,0.0,Tue,2019-01-01,09:46
1172,26985025264,1075214,1,5.99,396,-3.0,Tue,2019-01-01,09:46
1172,26985025264,1106523,1,1.5,396,0.0,Tue,2019-01-01,09:46
1172,26985025264,1107553,1,1.0,396,-0.29,Tue,2019-01-01,09:46
1172,26985025264,5569230,1,2.33,396,-2.26,Tue,2019-01-01,09:46
1172,26985025264,5581335,1,3.79,396,-0.4,Tue,2019-01-01,09:46
1172,26985025264,7167970,1,3.99,396,-1.0,Tue,2019-01-01,09:46
1172,26985025264,8357687,1,3.0,396,-0.99,Tue,2019-01-01,09:46
1060,26985040735,820162,1,1.79,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,827656,1,3.75,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,829617,1,1.49,315,-0.5,Tue,2019-01-01,12:51
1060,26985040735,833014,1,2.79,315,-0.2,Tue,2019-01-01,12:51
1060,26985040735,833598,1,2.2,315,-0.44,Tue,2019-01-01,12:51
1060,26985040735,846550,1,1.79,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,854852,1,1.48,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,865528,1,4.29,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,868542,1,3.68,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,870929,1,2.69,315,-0.3,Tue,2019-01-01,12:51
1060,26985040735,873178,2,1.98,315,-0.4,Tue,2019-01-01,12:51
1060,26985040735,893729,1,2.5,315,-0.69,Tue,2019-01-01,12:51
1060,26985040735,897306,1,1.67,315,-0.32,Tue,2019-01-01,12:51
1060,26985040735,899682,1,2.99,315,-0.2,Tue,2019-01-01,12:51
1060,26985040735,904360,1,0.99,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,918086,1,0.81,315,-0.08,Tue,2019-01-01,12:51
1060,26985040735,924804,1,1.19,315,-1.2,Tue,2019-01-01,12:51
1060,26985040735,929730,1,2.59,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,940922,1,4.79,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,942708,1,5.24,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,945821,2,2.78,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,951590,2,3.0,315,-0.98,Tue,2019-01-01,12:51
1060,26985040735,964773,2,4.38,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,985427,1,0.89,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,992246,1,1.25,315,-1.34,Tue,2019-01-01,12:51
1060,26985040735,1011602,1,0.99,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1019389,1,1.89,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1021416,1,2.49,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1028953,1,5.24,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1039566,1,1.27,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1043301,1,0.61,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1050229,1,0.68,315,-0.21,Tue,2019-01-01,12:51
1060,26985040735,1078858,1,4.99,315,-1.0,Tue,2019-01-01,12:51
1060,26985040735,1081189,1,1.16,315,-0.13,Tue,2019-01-01,12:51
1060,26985040735,1082185,1,0.84,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1092692,2,2.54,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1096743,1,2.99,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1101173,2,3.34,315,-1.64,Tue,2019-01-01,12:51
1060,26985040735,1110218,1,3.59,315,-0.4,Tue,2019-01-01,12:51
1060,26985040735,1110764,1,1.67,315,-0.32,Tue,2019-01-01,12:51
1060,26985040735,1122532,1,3.79,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,1126808,1,2.74,315,-0.25,Tue,2019-01-01,12:51
1060,26985040735,1128333,1,4.16,315,-1.18,Tue,2019-01-01,12:51
1060,26985040735,1131488,1,3.19,315,-0.8,Tue,2019-01-01,12:51
1060,26985040735,5566716,2,4.66,315,-4.52,Tue,2019-01-01,12:51
1060,26985040735,5569230,1,2.33,315,-2.26,Tue,2019-01-01,12:51
1060,26985040735,8090521,1,4.59,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,9270757,1,0.99,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,9487521,1,6.99,315,0.0,Tue,2019-01-01,12:51
1060,26985040735,9553288,1,8.49,315,0.0,Tue,2019-01-01,12:51
1351,26985052379,903230,1,0.99,447,-0.3,Tue,2019-01-01,19:55
744,26985165432,5978648,0,0.0,31582,0.0,Tue,2019-01-01,11:19
212,26985205886,822346,1,1.25,288,-0.34,Tue,2019-01-01,13:41
212,26985205886,830887,1,2.29,288,-0.7,Tue,2019-01-01,13:41
212,26985205886,866211,1,2.7,288,0.0,Tue,2019-01-01,13:41
212,26985205886,866518,3,1.5,288,0.0,Tue,2019-01-01,13:41
212,26985205886,869577,1,1.67,288,-0.52,Tue,2019-01-01,13:41
212,26985205886,890999,1,1.79,288,0.0,Tue,2019-01-01,13:41
212,26985205886,897125,1,2.0,288,-0.89,Tue,2019-01-01,13:41
212,26985205886,898068,1,2.69,288,0.0,Tue,2019-01-01,13:41
212,26985205886,904360,1,0.99,288,0.0,Tue,2019-01-01,13:41
212,26985205886,916758,1,3.99,288,-1.5,Tue,2019-01-01,13:41
212,26985205886,937570,2,1.98,288,0.0,Tue,2019-01-01,13:41
212,26985205886,945256,1,2.99,288,0.0,Tue,2019-01-01,13:41
212,26985205886,985911,1,1.25,288,-0.34,Tue,2019-01-01,13:41
212,26985205886,1008172,1,20.99,288,0.0,Tue,2019-01-01,13:41
212,26985205886,1036325,1,0.99,288,-0.3,Tue,2019-01-01,13:41
212,26985205886,1041796,1,2.0,288,-1.39,Tue,2019-01-01,13:41
212,26985205886,1082185,1,0.65,288,0.0,Tue,2019-01-01,13:41
212,26985205886,1096817,1,0.99,288,0.0,Tue,2019-01-01,13:41
212,26985205886,1098066,1,0.99,288,-0.3,Tue,2019-01-01,13:41
212,26985205886,5995158,1,2.0,288,-0.39,Tue,2019-01-01,13:41
212,26985205886,6442742,2,1.98,288,0.0,Tue,2019-01-01,13:41
212,26985205886,6534078,2,4.66,288,-3.32,Tue,2019-01-01,13:41
212,26985205886,8090560,1,4.59,288,0.0,Tue,2019-01-01,13:41
212,26985205886,8177622,1,2.33,288,-2.26,Tue,2019-01-01,13:41
2052,26985246477,850834,1,1.91,400,-1.28,Tue,2019-01-01,14:45
2052,26985246477,893811,1,1.91,400,-1.28,Tue,2019-01-01,14:45
2052,26985246477,1026209,2,3.82,400,-2.56,Tue,2019-01-01,14:45
2052,26985246477,1134472,1,1.91,400,-1.28,Tue,2019-01-01,14:45
2052,26985246477,6391267,1,2.99,400,-1.7,Tue,2019-01-01,14:45
2052,26985246477,9419268,1,1.73,400,-1.16,Tue,2019-01-01,14:45
1287,26985336468,5978648,0,0.0,304,0.0,Tue,2019-01-01,13:51
718,26985360571,830503,1,2.99,324,-1.0,Tue,2019-01-01,11:15
718,26985360571,839605,1,2.5,324,-0.99,Tue,2019-01-01,11:15
718,26985360571,840664,1,0.55,324,0.0,Tue,2019-01-01,11:15
718,26985360571,844685,2,1.98,324,-1.6,Tue,2019-01-01,11:15
718,26985360571,848015,2,1.2,324,-0.18,Tue,2019-01-01,11:15
718,26985360571,855325,1,1.1,324,-0.69,Tue,2019-01-01,11:15
718,26985360571,855468,4,2.0,324,-1.56,Tue,2019-01-01,11:15
718,26985360571,856515,1,0.62,324,-0.27,Tue,2019-01-01,11:15
718,26985360571,860776,1,0.59,324,0.0,Tue,2019-01-01,11:15
718,26985360571,862538,1,2.5,324,-0.99,Tue,2019-01-01,11:15
718,26985360571,870826,1,4.0,324,-1.19,Tue,2019-01-01,11:15
718,26985360571,874317,1,1.99,324,-0.2,Tue,2019-01-01,11:15
718,26985360571,874736,1,0.5,324,-0.49,Tue,2019-01-01,11:15
718,26985360571,880579,2,3.58,324,-0.4,Tue,2019-01-01,11:15
718,26985360571,880895,1,2.79,324,-1.2,Tue,2019-01-01,11:15
718,26985360571,885858,2,0.8,324,-0.78,Tue,2019-01-01,11:15
718,26985360571,900598,1,0.99,324,-0.2,Tue,2019-01-01,11:15
718,26985360571,912553,1,0.5,324,-0.49,Tue,2019-01-01,11:15
718,26985360571,913785,1,0.99,324,-1.0,Tue,2019-01-01,11:15
718,26985360571,920308,1,0.5,324,-0.49,Tue,2019-01-01,11:15
718,26985360571,922340,2,1.98,324,-0.2,Tue,2019-01-01,11:15
718,26985360571,926884,1,8.99,324,-5.3,Tue,2019-01-01,11:15
718,26985360571,934676,1,1.37,324,-0.42,Tue,2019-01-01,11:15
718,26985360571,938547,1,1.37,324,-0.42,Tue,2019-01-01,11:15
718,26985360571,947849,1,1.25,324,-0.44,Tue,2019-01-01,11:15
718,26985360571,948756,3,2.12,324,-0.9,Tue,2019-01-01,11:15
718,26985360571,950439,1,1.0,324,-0.59,Tue,2019-01-01,11:15
718,26985360571,952981,2,1.0,324,-0.98,Tue,2019-01-01,11:15
718,26985360571,955043,1,0.5,324,-0.49,Tue,2019-01-01,11:15
718,26985360571,962609,2,1.58,324,-0.4,Tue,2019-01-01,11:15
718,26985360571,964968,1,1.5,324,-0.99,Tue,2019-01-01,11:15
718,26985360571,965292,2,3.5,324,-1.28,Tue,2019-01-01,11:15
718,26985360571,976199,2,5.0,324,-2.18,Tue,2019-01-01,11:15
718,26985360571,976463,1,2.59,324,-0.6,Tue,2019-01-01,11:15
718,26985360571,976621,2,0.8,324,-0.78,Tue,2019-01-01,11:15
718,26985360571,979585,1,0.99,324,-0.5,Tue,2019-01-01,11:15
718,26985360571,981760,1,0.6,324,-0.79,Tue,2019-01-01,11:15
718,26985360571,988520,1,0.4,324,-0.39,Tue,2019-01-01,11:15
718,26985360571,991948,2,3.34,324,-0.64,Tue,2019-01-01,11:15
718,26985360571,995188,1,1.25,324,-0.44,Tue,2019-01-01,11:15
718,26985360571,995785,1,0.5,324,0.0,Tue,2019-01-01,11:15
718,26985360571,998666,2,1.98,324,-1.6,Tue,2019-01-01,11:15
718,26985360571,998879,1,6.99,324,-1.0,Tue,2019-01-01,11:15
718,26985360571,1003188,1,1.5,324,-0.29,Tue,2019-01-01,11:15
718,26985360571,1011884,2,0.8,324,-0.78,Tue,2019-01-01,11:15
718,26985360571,1015048,1,0.99,324,-0.7,Tue,2019-01-01,11:15
718,26985360571,1015060,1,0.79,324,-0.1,Tue,2019-01-01,11:15
718,26985360571,1020604,1,2.5,324,-1.09,Tue,2019-01-01,11:15
718,26985360571,1027960,1,0.4,324,-0.39,Tue,2019-01-01,11:15
718,26985360571,1029504,1,1.25,324,-0.54,Tue,2019-01-01,11:15
718,26985360571,1030040,2,0.74,324,-0.64,Tue,2019-01-01,11:15
718,26985360571,1030819,2,0.8,324,-0.78,Tue,2019-01-01,11:15
718,26985360571,1031884,1,0.59,324,-0.1,Tue,2019-01-01,11:15
718,26985360571,1035880,1,2.0,324,-0.29,Tue,2019-01-01,11:15
718,26985360571,1036325,1,0.99,324,-0.3,Tue,2019-01-01,11:15
718,26985360571,1054644,2,3.78,324,0.0,Tue,2019-01-01,11:15
718,26985360571,1062966,2,1.98,324,-2.4,Tue,2019-01-01,11:15
718,26985360571,1063594,1,2.79,324,-1.2,Tue,2019-01-01,11:15
718,26985360571,1069788,1,1.89,324,0.0,Tue,2019-01-01,11:15
718,26985360571,1071939,2,1.98,324,-0.6,Tue,2019-01-01,11:15
718,26985360571,1076571,4,5.0,324,-0.96,Tue,2019-01-01,11:15
718,26985360571,1078652,1,2.0,324,-1.29,Tue,2019-01-01,11:15
718,26985360571,1079223,1,1.25,324,-0.54,Tue,2019-01-01,11:15
718,26985360571,1088835,1,0.5,324,-0.49,Tue,2019-01-01,11:15
718,26985360571,1098694,1,2.5,324,-0.99,Tue,2019-01-01,11:15
718,26985360571,1103808,1,9.99,324,-0.7,Tue,2019-01-01,11:15
718,26985360571,1110793,2,0.8,324,-0.38,Tue,2019-01-01,11:15
718,26985360571,1114050,2,1.38,324,0.0,Tue,2019-01-01,11:15
718,26985360571,1130666,1,3.21,324,-1.58,Tue,2019-01-01,11:15
718,26985360571,1130716,1,1.19,324,-0.2,Tue,2019-01-01,11:15
718,26985360571,1136199,2,1.38,324,-0.4,Tue,2019-01-01,11:15
718,26985360571,5567633,1,2.0,324,-1.49,Tue,2019-01-01,11:15
718,26985360571,5591784,1,4.99,324,-1.5,Tue,2019-01-01,11:15
718,26985360571,6551990,2,1.19,324,-1.19,Tue,2019-01-01,11:15
718,26985360571,6554400,1,2.99,324,-1.2,Tue,2019-01-01,11:15
718,26985360571,7409895,1,3.39,324,-0.4,Tue,2019-01-01,11:15
718,26985360571,7409951,1,4.5,324,-0.49,Tue,2019-01-01,11:15
718,26985360571,7410215,1,1.0,324,-0.39,Tue,2019-01-01,11:15
718,26985360571,7410290,1,1.0,324,-0.39,Tue,2019-01-01,11:15
718,26985360571,7441844,2,1.09,324,0.0,Tue,2019-01-01,11:15
718,26985360571,9297177,1,2.0,324,-1.29,Tue,2019-01-01,11:15
718,26985360571,9368449,1,2.05,324,-0.49,Tue,2019-01-01,11:15
718,26985360571,9487500,1,2.09,324,0.0,Tue,2019-01-01,11:15
718,26985360571,9553031,2,0.96,324,0.0,Tue,2019-01-01,11:15
718,26985360571,9573826,1,0.99,324,0.0,Tue,2019-01-01,11:15
2483,26992197681,3843566,2,5.0,2602,-0.98,Tue,2019-01-01,18:23
1617,26996776017,981760,3,2.37,440,-1.8,Wed,2019-01-02,12:20
240,26996786121,826249,1,0.99,286,-0.3,Wed,2019-01-02,21:55
240,26996786121,1073902,1,2.99,286,-1.0,Wed,2019-01-02,21:55
1843,26996847215,1086727,1,5.99,31782,0.0,Wed,2019-01-02,19:11
1843,26996847215,7410217,1,8.99,31782,-5.3,Wed,2019-01-02,19:11
2305,26996870743,823862,1,4.59,414,-0.4,Wed,2019-01-02,13:00
2305,26996870743,859610,2,9.44,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,873203,1,1.67,414,-1.02,Wed,2019-01-02,13:00
2305,26996870743,878996,1,1.45,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,883817,1,1.99,414,-0.6,Wed,2019-01-02,13:00
2305,26996870743,937210,1,29.34,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,952981,1,0.5,414,-0.49,Wed,2019-01-02,13:00
2305,26996870743,958549,1,1.19,414,-0.2,Wed,2019-01-02,13:00
2305,26996870743,1006184,1,2.0,414,-0.99,Wed,2019-01-02,13:00
2305,26996870743,1024306,1,2.29,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1026118,1,0.88,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1028782,1,0.4,414,-0.39,Wed,2019-01-02,13:00
2305,26996870743,1028891,1,3.19,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1029743,1,2.49,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1029915,1,0.77,414,-0.52,Wed,2019-01-02,13:00
2305,26996870743,1035511,1,1.99,414,-0.4,Wed,2019-01-02,13:00
2305,26996870743,1043128,2,1.53,414,-1.0,Wed,2019-01-02,13:00
2305,26996870743,1044068,1,0.99,414,-0.3,Wed,2019-01-02,13:00
2305,26996870743,1046465,1,1.19,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1051516,1,2.31,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1056509,1,2.09,414,-0.1,Wed,2019-01-02,13:00
2305,26996870743,1077359,1,1.09,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1077410,2,3.34,414,-0.84,Wed,2019-01-02,13:00
2305,26996870743,1078317,1,2.99,414,-1.0,Wed,2019-01-02,13:00
2305,26996870743,1096261,1,3.69,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1101449,1,0.99,414,-0.2,Wed,2019-01-02,13:00
2305,26996870743,1102067,1,2.33,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,1109352,2,1.38,414,-0.2,Wed,2019-01-02,13:00
2305,26996870743,1116050,1,3.19,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,5978656,0,0.0,414,0.0,Wed,2019-01-02,13:00
2305,26996870743,7441419,1,2.5,414,-2.29,Wed,2019-01-02,13:00
1916,26996955143,826784,1,0.99,446,-0.5,Tue,2019-01-01,23:55
1916,26996955143,855421,1,3.59,446,0.0,Tue,2019-01-01,23:55
1916,26996955143,885290,1,2.39,446,0.0,Tue,2019-01-01,23:55
1916,26996955143,918199,2,2.1,446,0.0,Tue,2019-01-01,23:55
1916,26996955143,920112,2,4.0,446,-0.98,Tue,2019-01-01,23:55
1916,26996955143,922736,1,2.49,446,0.0,Tue,2019-01-01,23:55
1916,26996955143,923967,1,1.07,446,-1.12,Tue,2019-01-01,23:55
1916,26996955143,932813,1,4.99,446,-1.6,Tue,2019-01-01,23:55
1916,26996955143,971949,2,4.58,446,-1.4,Tue,2019-01-01,23:55
1916,26996955143,981944,5,2.0,446,-0.95,Tue,2019-01-01,23:55
1916,26996955143,1008673,1,1.25,446,-0.14,Tue,2019-01-01,23:55
1916,26996955143,1012307,1,1.99,446,-0.2,Tue,2019-01-01,23:55
1916,26996955143,1028685,1,2.5,446,-0.69,Tue,2019-01-01,23:55
1916,26996955143,1066185,2,5.98,446,0.0,Tue,2019-01-01,23:55
1916,26996955143,1076161,1,2.0,446,-0.29,Tue,2019-01-01,23:55
1916,26996955143,1097761,1,2.59,446,-0.2,Tue,2019-01-01,23:55
